时间(s),MP3B传感器(V),TGS2620传感器(V),MP801传感器(V),WSP2110传感器(V),TGS2609传感器(V),TGS2603传感器(V),TGS2602传感器(V),TGS2600传感器(V)
0.200000,0.186418,0.387307,0.127347,0.158629,0.452779,0.522671,0.174252,0.369189
0.400000,0.186231,0.386248,0.127249,0.158182,0.450063,0.522357,0.173790,0.367171
0.600000,0.186155,0.385705,0.127179,0.158013,0.448598,0.522273,0.173405,0.366166
0.800000,0.186132,0.385283,0.126855,0.157745,0.447214,0.522131,0.172933,0.365091
1.000000,0.186024,0.384592,0.127076,0.157518,0.445592,0.522046,0.172849,0.363978
1.200000,0.186029,0.384073,0.127007,0.157184,0.444056,0.521995,0.172400,0.362782
1.400000,0.185838,0.383585,0.126821,0.157069,0.442532,0.521751,0.172039,0.361640
1.600000,0.185922,0.383270,0.126881,0.156986,0.441263,0.521728,0.171773,0.360586
1.800000,0.185888,0.382608,0.126952,0.156715,0.439863,0.521400,0.171410,0.359694
2.000000,0.185903,0.382209,0.126669,0.156655,0.438433,0.521499,0.171059,0.358618
2.200000,0.185873,0.381692,0.126942,0.156373,0.437024,0.521339,0.170762,0.357587
2.400000,0.185851,0.381119,0.126739,0.156198,0.435521,0.521258,0.170317,0.356531
2.600000,0.185720,0.380772,0.126546,0.155958,0.434200,0.521112,0.170173,0.355446
2.800000,0.185547,0.380098,0.126638,0.155718,0.432877,0.520988,0.169713,0.354351
3.000000,0.185684,0.379673,0.126583,0.155583,0.431516,0.520845,0.169519,0.353481
3.200000,0.185602,0.379277,0.126534,0.155364,0.430071,0.520726,0.169210,0.352436
3.400000,0.185514,0.378708,0.126376,0.155146,0.428638,0.520501,0.169038,0.351414
3.600000,0.185463,0.378293,0.126449,0.155016,0.427252,0.520519,0.168576,0.350473
3.800000,0.185275,0.377677,0.126349,0.154836,0.426105,0.520357,0.168298,0.349243
4.000000,0.185406,0.377314,0.126385,0.154620,0.424761,0.520260,0.167875,0.348645
4.200000,0.185378,0.376911,0.126326,0.154388,0.423418,0.520089,0.167680,0.347562
4.400000,0.185267,0.376514,0.126252,0.154116,0.421960,0.520073,0.167240,0.346520
4.600000,0.185338,0.375904,0.126199,0.154075,0.420718,0.519975,0.167061,0.345556
4.800000,0.185223,0.375653,0.126171,0.153866,0.419558,0.519850,0.166814,0.344432
5.000000,0.185192,0.375139,0.126291,0.153666,0.418219,0.519702,0.166526,0.343655
5.200000,0.185223,0.374576,0.125901,0.153648,0.416935,0.519541,0.166047,0.342689
5.400000,0.185108,0.374048,0.126021,0.153384,0.415708,0.519268,0.165901,0.341727
5.600000,0.185077,0.373821,0.126017,0.153167,0.414421,0.519201,0.165630,0.340858
5.800000,0.184989,0.373300,0.125834,0.152895,0.413200,0.519212,0.165367,0.339963
6.000000,0.184956,0.372889,0.125913,0.152540,0.412135,0.519089,0.165079,0.339128
6.200000,0.184983,0.372418,0.125862,0.152715,0.410625,0.518995,0.164699,0.338146
6.400000,0.184935,0.372009,0.125825,0.152506,0.409457,0.518916,0.164452,0.337177
6.600000,0.184832,0.371300,0.125835,0.152147,0.407605,0.518704,0.164018,0.335909
6.800000,0.184664,0.370979,0.125760,0.151883,0.406624,0.518372,0.163798,0.335045
7.000000,0.184637,0.370522,0.125663,0.151851,0.405411,0.518492,0.163492,0.334061
7.200000,0.184750,0.370179,0.125702,0.151750,0.404322,0.518189,0.163383,0.333267
7.400000,0.184696,0.369843,0.125716,0.151535,0.403003,0.518205,0.162814,0.332509
7.600000,0.184523,0.369324,0.125681,0.151414,0.401921,0.518096,0.162687,0.331606
7.800000,0.184631,0.368670,0.125511,0.151352,0.400813,0.517735,0.162363,0.330799
8.000000,0.184602,0.368550,0.125462,0.151095,0.399686,0.517748,0.162187,0.329947
8.200000,0.184373,0.367930,0.125403,0.151038,0.398265,0.517652,0.161779,0.329273
8.400000,0.184500,0.367758,0.125526,0.150820,0.397494,0.517514,0.161477,0.328228
8.600000,0.184464,0.367066,0.125385,0.150692,0.396364,0.517400,0.161347,0.327497
8.800000,0.184437,0.367013,0.125304,0.150555,0.395231,0.517325,0.161059,0.326793
9.000000,0.184414,0.366555,0.125210,0.150340,0.394421,0.517259,0.160849,0.326035
9.200000,0.184357,0.366350,0.125249,0.150201,0.393224,0.516969,0.160590,0.325312
9.400000,0.184349,0.366009,0.125313,0.150059,0.392159,0.516987,0.160468,0.324431
9.600000,0.184289,0.365508,0.125207,0.149849,0.390965,0.516677,0.160194,0.323612
9.800000,0.184252,0.365192,0.125254,0.149816,0.390120,0.516530,0.159796,0.322967
10.000000,0.184214,0.364579,0.125225,0.149563,0.389199,0.516548,0.159756,0.322026
10.200000,0.184202,0.364429,0.124931,0.149388,0.388108,0.516503,0.159032,0.321412
10.400000,0.184194,0.364103,0.124971,0.149267,0.386864,0.516495,0.159084,0.320650
10.600000,0.184133,0.363706,0.125067,0.149303,0.386032,0.516243,0.158757,0.319874
10.800000,0.184073,0.363230,0.124943,0.149115,0.384908,0.515958,0.158572,0.319195
11.000000,0.184033,0.362910,0.124977,0.148967,0.384061,0.515987,0.158330,0.318442
11.200000,0.184018,0.362586,0.124928,0.148778,0.382914,0.515827,0.158152,0.317617
11.400000,0.183957,0.362252,0.124809,0.148858,0.381967,0.515759,0.157786,0.316696
11.600000,0.183912,0.361923,0.124901,0.148613,0.381034,0.515555,0.157676,0.316179
11.800000,0.183906,0.361591,0.124778,0.148367,0.380205,0.515485,0.157347,0.315469
12.000000,0.183718,0.361378,0.124846,0.148227,0.379067,0.515484,0.157188,0.314826
12.200000,0.183818,0.360817,0.124724,0.148025,0.378140,0.515432,0.156937,0.314165
12.400000,0.183762,0.360460,0.124770,0.147932,0.377272,0.515039,0.156748,0.313460
12.600000,0.183594,0.359991,0.124570,0.147960,0.376098,0.514759,0.156446,0.312522
12.800000,0.183573,0.359930,0.124639,0.147629,0.375326,0.514776,0.156128,0.311980
13.000000,0.183758,0.359456,0.124663,0.147688,0.374309,0.514616,0.156109,0.311378
13.200000,0.183643,0.359430,0.124761,0.147479,0.373585,0.514599,0.155929,0.310790
13.400000,0.183478,0.358983,0.124565,0.147316,0.372729,0.514467,0.155748,0.310057
13.600000,0.183599,0.358609,0.124535,0.147284,0.371989,0.514361,0.155440,0.309494
13.800000,0.183515,0.358392,0.124480,0.147045,0.371131,0.514321,0.155389,0.308881
14.000000,0.183508,0.358084,0.124472,0.147004,0.370264,0.514078,0.155142,0.308306
14.200000,0.183479,0.357728,0.124454,0.146863,0.369567,0.514110,0.154744,0.307667
14.400000,0.183448,0.357662,0.124474,0.146867,0.368545,0.514163,0.154657,0.307142
14.600000,0.183438,0.357243,0.124480,0.146723,0.367828,0.513696,0.154483,0.306497
14.800000,0.183386,0.356935,0.124434,0.146765,0.367072,0.513499,0.154226,0.305887
15.000000,0.183354,0.356733,0.124334,0.146497,0.366468,0.513494,0.154075,0.305432
15.200000,0.183322,0.356365,0.124302,0.146358,0.365681,0.513446,0.153939,0.304760
15.400000,0.183322,0.356129,0.124300,0.146275,0.364690,0.513451,0.153705,0.304163
15.600000,0.183285,0.355703,0.124248,0.146045,0.364038,0.512868,0.153470,0.303566
15.800000,0.183226,0.355347,0.124295,0.146140,0.363264,0.513166,0.153292,0.303019
16.000000,0.183140,0.355121,0.124192,0.145944,0.362439,0.513066,0.153116,0.302429
16.200000,0.183180,0.354977,0.124216,0.145875,0.361741,0.512881,0.152894,0.301894
16.400000,0.182996,0.354561,0.124066,0.145832,0.360982,0.512797,0.152868,0.301216
16.600000,0.183124,0.354343,0.124124,0.145683,0.360198,0.512788,0.152664,0.300854
16.800000,0.183075,0.354271,0.124007,0.145612,0.359402,0.512545,0.152418,0.300378
17.000000,0.183064,0.353904,0.124183,0.145364,0.358616,0.512327,0.152175,0.299670
17.200000,0.183008,0.353577,0.123951,0.145404,0.357840,0.512312,0.152007,0.299146
17.400000,0.182996,0.353313,0.124128,0.145244,0.357227,0.512090,0.151812,0.298477
17.600000,0.182974,0.353074,0.123957,0.145175,0.356476,0.511956,0.151526,0.298068
17.800000,0.182938,0.352756,0.123917,0.144939,0.355802,0.511963,0.151539,0.297693
18.000000,0.182912,0.352375,0.124046,0.144822,0.354956,0.511674,0.151306,0.296845
18.200000,0.182741,0.352227,0.123988,0.144888,0.354328,0.511717,0.151214,0.296552
18.400000,0.182887,0.352017,0.123963,0.144770,0.353640,0.511486,0.150983,0.295987
18.600000,0.182846,0.351855,0.123872,0.144713,0.352886,0.511333,0.150794,0.295441
18.800000,0.182812,0.351546,0.123904,0.144586,0.352275,0.511456,0.150662,0.295069
19.000000,0.182753,0.351524,0.123895,0.144398,0.351535,0.511018,0.150432,0.294327
19.200000,0.182759,0.350890,0.123793,0.144239,0.350739,0.511094,0.150245,0.293775
19.400000,0.182709,0.350656,0.123680,0.144078,0.350111,0.510936,0.149999,0.293412
19.600000,0.182683,0.350452,0.123665,0.144174,0.349311,0.510917,0.149843,0.292758
19.800000,0.182669,0.350054,0.123703,0.144067,0.348747,0.510747,0.149814,0.292349
20.000000,0.182634,0.349957,0.123644,0.143819,0.348171,0.510697,0.149627,0.291799
20.200000,0.182513,0.349755,0.123608,0.143750,0.347308,0.510438,0.149491,0.291387
20.400000,0.182623,0.349414,0.123712,0.143826,0.346541,0.510536,0.149372,0.290853
20.600000,0.182623,0.349197,0.123634,0.143651,0.346179,0.510365,0.149143,0.290264
20.800000,0.182701,0.349041,0.123634,0.143591,0.345540,0.510248,0.149011,0.289888
21.000000,0.182515,0.348715,0.123734,0.143443,0.344728,0.510077,0.148796,0.289367
21.200000,0.182526,0.348504,0.123567,0.143464,0.344232,0.509963,0.148503,0.288962
21.400000,0.182647,0.348353,0.123529,0.143365,0.343466,0.509807,0.148539,0.288392
21.600000,0.182495,0.347927,0.123404,0.143430,0.342810,0.509655,0.148324,0.288002
21.800000,0.182472,0.347831,0.123484,0.143217,0.342192,0.509654,0.148187,0.287573
22.000000,0.182400,0.347587,0.123292,0.142980,0.341585,0.509338,0.148117,0.287064
22.200000,0.182431,0.347350,0.123368,0.143001,0.341000,0.509439,0.147960,0.286601
22.400000,0.182394,0.347067,0.123438,0.143096,0.340309,0.509074,0.147811,0.286047
22.600000,0.182383,0.346738,0.123501,0.142792,0.339367,0.509056,0.147677,0.285689
22.800000,0.182202,0.346587,0.123430,0.142773,0.339163,0.509167,0.147478,0.285259
23.000000,0.182059,0.346401,0.123345,0.142677,0.338498,0.508885,0.147367,0.284796
23.200000,0.182317,0.346146,0.123430,0.142522,0.337904,0.508821,0.147197,0.284297
23.400000,0.182266,0.345853,0.123212,0.142446,0.337223,0.508590,0.147224,0.283904
23.600000,0.182256,0.345712,0.123233,0.142409,0.336658,0.508600,0.146768,0.283600
23.800000,0.182119,0.345488,0.123151,0.142267,0.335846,0.508401,0.146748,0.282933
24.000000,0.182170,0.345392,0.123272,0.142301,0.335456,0.508371,0.146613,0.282558
