时间(s),MP3B传感器(V),TGS2620传感器(V),MP801传感器(V),WSP2110传感器(V),TGS2609传感器(V),TGS2603传感器(V),TGS2602传感器(V),TGS2600传感器(V)
0.200000,0.202641,0.324544,0.157937,0.162983,0.239035,0.451058,0.170485,0.219418
0.400000,0.202763,0.324292,0.158169,0.162870,0.238791,0.451192,0.170677,0.219218
0.600000,0.202669,0.324166,0.158121,0.162908,0.238588,0.450971,0.170625,0.219066
0.800000,0.202706,0.324072,0.158175,0.162976,0.238244,0.450745,0.170513,0.218943
1.000000,0.202699,0.323826,0.158218,0.162719,0.238124,0.450863,0.170487,0.218664
1.200000,0.202737,0.323929,0.158010,0.162885,0.237853,0.450710,0.170462,0.218567
1.400000,0.202668,0.323693,0.158086,0.162914,0.237631,0.450661,0.170563,0.218400
1.600000,0.202616,0.323617,0.158191,0.162960,0.237415,0.450530,0.170116,0.218211
1.800000,0.202607,0.323391,0.158083,0.162792,0.237086,0.450455,0.170177,0.218053
2.000000,0.202600,0.323217,0.158128,0.162771,0.236899,0.450509,0.170283,0.217943
2.200000,0.202579,0.323340,0.158035,0.162756,0.236696,0.450463,0.170398,0.217852
2.400000,0.202500,0.323153,0.158181,0.163046,0.236612,0.450397,0.170283,0.217453
2.600000,0.202593,0.322897,0.158200,0.162780,0.236301,0.450255,0.170084,0.217360
2.800000,0.202543,0.322874,0.158166,0.162763,0.236038,0.450267,0.170121,0.217275
3.000000,0.202454,0.322620,0.157941,0.162715,0.235783,0.450005,0.170063,0.217034
3.200000,0.202352,0.322472,0.157998,0.162515,0.235593,0.450048,0.169912,0.216942
3.400000,0.202503,0.322489,0.157949,0.162575,0.235382,0.449877,0.169941,0.216703
3.600000,0.202203,0.322272,0.158032,0.162570,0.235103,0.449839,0.169863,0.216545
3.800000,0.202457,0.322408,0.158207,0.162655,0.234924,0.449883,0.169696,0.216454
4.000000,0.202446,0.322256,0.157942,0.162646,0.234708,0.449580,0.169784,0.216269
4.200000,0.202420,0.322200,0.158070,0.162595,0.234590,0.449819,0.169780,0.216143
4.400000,0.202397,0.321921,0.158274,0.162615,0.234371,0.449652,0.169801,0.215970
4.600000,0.202413,0.321716,0.157935,0.162768,0.234145,0.449588,0.169805,0.215777
4.800000,0.202370,0.321677,0.158029,0.162568,0.233881,0.449638,0.169582,0.215510
5.000000,0.202438,0.321662,0.157930,0.162238,0.233502,0.449241,0.169594,0.215317
5.200000,0.202321,0.321522,0.157899,0.162438,0.233554,0.449219,0.169354,0.215253
5.400000,0.202339,0.321460,0.158019,0.162495,0.233196,0.449287,0.169488,0.215113
5.600000,0.202278,0.321047,0.157953,0.162466,0.233033,0.449123,0.169427,0.214985
5.800000,0.202289,0.321057,0.158067,0.162642,0.232728,0.449153,0.169449,0.214893
6.000000,0.202179,0.320957,0.158021,0.162383,0.232692,0.449050,0.169366,0.214755
6.200000,0.202284,0.320979,0.157799,0.162645,0.232398,0.449087,0.169291,0.214595
6.400000,0.202235,0.320877,0.158219,0.162469,0.232223,0.449216,0.169232,0.214409
6.600000,0.202254,0.320779,0.158107,0.162428,0.232059,0.448918,0.169290,0.214361
6.800000,0.202218,0.320637,0.158058,0.162085,0.231917,0.448730,0.169269,0.214139
7.000000,0.202185,0.320811,0.158024,0.162519,0.231493,0.448889,0.169149,0.213996
7.200000,0.202076,0.320534,0.157931,0.162203,0.231522,0.448675,0.169150,0.213841
7.400000,0.202211,0.320382,0.158052,0.162366,0.231292,0.448481,0.169145,0.213702
7.600000,0.202069,0.320432,0.157960,0.162306,0.230998,0.448529,0.169069,0.213614
7.800000,0.202167,0.320241,0.157903,0.162264,0.230883,0.448484,0.169203,0.213386
8.000000,0.202172,0.320270,0.158013,0.162361,0.230848,0.448441,0.169059,0.213286
8.200000,0.202137,0.320113,0.157983,0.162226,0.230466,0.448335,0.168833,0.213086
8.400000,0.202121,0.319957,0.158039,0.162319,0.230315,0.448377,0.169017,0.212723
8.600000,0.202148,0.319840,0.158036,0.162481,0.230247,0.448199,0.168795,0.213010
8.800000,0.202017,0.319635,0.157913,0.162230,0.229758,0.448080,0.168653,0.212629
9.000000,0.201898,0.319564,0.157985,0.162330,0.229603,0.448060,0.168778,0.212474
9.200000,0.202091,0.319528,0.157948,0.162059,0.229378,0.448055,0.168837,0.212352
9.400000,0.202069,0.319384,0.157816,0.162210,0.229242,0.447978,0.168626,0.212191
9.600000,0.202103,0.319501,0.158002,0.162281,0.229113,0.447984,0.168731,0.212145
9.800000,0.201888,0.319301,0.157829,0.162263,0.228937,0.447900,0.168646,0.211988
10.000000,0.202171,0.319178,0.157784,0.162258,0.228825,0.447739,0.168605,0.211822
10.200000,0.201976,0.318859,0.157897,0.162209,0.228534,0.447787,0.168473,0.211715
10.400000,0.202016,0.318870,0.157891,0.162212,0.228525,0.447610,0.168548,0.211656
10.600000,0.201979,0.318870,0.157833,0.162200,0.228188,0.447586,0.168527,0.211421
10.800000,0.201952,0.318806,0.157810,0.162061,0.227931,0.447545,0.168527,0.211195
11.000000,0.201949,0.318645,0.157999,0.162147,0.227557,0.447438,0.168389,0.211226
11.200000,0.201921,0.318602,0.157900,0.162125,0.227518,0.447503,0.168313,0.211012
11.400000,0.201929,0.318491,0.157910,0.162084,0.227381,0.447270,0.168232,0.210913
11.600000,0.202001,0.318369,0.157846,0.162050,0.227321,0.447153,0.168217,0.210829
11.800000,0.201951,0.318304,0.157868,0.162043,0.227153,0.447218,0.168226,0.210704
12.000000,0.201799,0.318283,0.158079,0.162092,0.227018,0.447160,0.168175,0.210534
12.200000,0.201848,0.318046,0.157845,0.161920,0.226810,0.447024,0.168185,0.210381
12.400000,0.201764,0.317968,0.157809,0.162072,0.226579,0.446969,0.168220,0.210202
12.600000,0.202017,0.318038,0.157908,0.162061,0.226499,0.446849,0.168178,0.210134
12.800000,0.201814,0.317817,0.158051,0.161952,0.226275,0.446813,0.168110,0.210033
13.000000,0.201727,0.317828,0.157886,0.161917,0.226005,0.446709,0.168121,0.209854
13.200000,0.201971,0.317705,0.158063,0.161987,0.226067,0.446693,0.168140,0.209664
13.400000,0.201859,0.317702,0.157824,0.161901,0.225694,0.446666,0.168098,0.209548
13.600000,0.201827,0.317568,0.157859,0.161999,0.225561,0.446484,0.168023,0.209625
