时间(s),MP3B传感器(V),TGS2620传感器(V),MP801传感器(V),WSP2110传感器(V),TGS2609传感器(V),TGS2603传感器(V),TGS2602传感器(V),TGS2600传感器(V)
0.200000,0.188404,0.375118,0.113209,0.129005,0.430538,0.586795,0.175365,0.342425
0.400000,0.188218,0.374228,0.113215,0.128639,0.427730,0.586308,0.174737,0.340673
0.600000,0.188107,0.373275,0.112927,0.128379,0.425737,0.586007,0.174454,0.339259
0.800000,0.188118,0.373035,0.112915,0.128182,0.424101,0.585783,0.173997,0.337937
1.000000,0.188032,0.372370,0.113046,0.128186,0.422360,0.585408,0.173532,0.336536
1.200000,0.187846,0.371732,0.112939,0.128073,0.420247,0.585141,0.173183,0.335221
1.400000,0.187936,0.371290,0.112876,0.127894,0.418419,0.584846,0.172614,0.333763
1.600000,0.187941,0.370846,0.112867,0.127915,0.416738,0.584421,0.172226,0.332661
1.800000,0.187873,0.369948,0.112892,0.127640,0.414946,0.584188,0.171672,0.331361
2.000000,0.187795,0.369664,0.112641,0.127664,0.413413,0.583843,0.171225,0.330126
2.200000,0.187784,0.369118,0.112614,0.127648,0.411670,0.583693,0.170941,0.328979
2.400000,0.187684,0.368615,0.112652,0.127228,0.409964,0.583256,0.170538,0.327578
2.600000,0.187690,0.368057,0.112696,0.127290,0.408214,0.583234,0.170097,0.326300
2.800000,0.187473,0.367543,0.112737,0.127105,0.406566,0.582775,0.169551,0.325070
3.000000,0.187570,0.367103,0.112619,0.127017,0.404862,0.582485,0.169188,0.323935
3.200000,0.187504,0.366459,0.112530,0.126870,0.403281,0.582261,0.168630,0.322623
3.400000,0.187437,0.365988,0.112427,0.126740,0.401464,0.581966,0.168389,0.321471
3.600000,0.187446,0.365465,0.112326,0.126582,0.399966,0.581510,0.168141,0.320325
3.800000,0.187388,0.364933,0.112447,0.126551,0.398359,0.581287,0.167592,0.319114
4.000000,0.187340,0.364490,0.112608,0.126456,0.396895,0.581005,0.167173,0.318077
4.200000,0.187281,0.363929,0.112332,0.126491,0.395217,0.580631,0.166917,0.316778
4.400000,0.187236,0.363556,0.112299,0.126196,0.393719,0.580264,0.166203,0.315776
4.600000,0.187204,0.363064,0.112200,0.126331,0.392301,0.580050,0.166017,0.314717
4.800000,0.187120,0.362460,0.112237,0.125961,0.390189,0.579701,0.165475,0.313118
5.000000,0.187220,0.361875,0.112243,0.126029,0.388492,0.579231,0.165141,0.312163
5.200000,0.187014,0.361478,0.112042,0.125871,0.387143,0.578927,0.164705,0.310983
5.400000,0.186998,0.361007,0.112101,0.125687,0.385650,0.578742,0.164438,0.309965
5.600000,0.187071,0.360463,0.112132,0.125493,0.384225,0.578389,0.163927,0.308912
5.800000,0.186908,0.359983,0.112062,0.125470,0.382851,0.578207,0.163586,0.307983
6.000000,0.186846,0.359432,0.112003,0.125384,0.381365,0.577850,0.163223,0.306728
6.200000,0.186806,0.359203,0.111984,0.125264,0.380120,0.577632,0.162902,0.305870
6.400000,0.186918,0.358684,0.111982,0.125262,0.378673,0.577345,0.162525,0.304720
6.600000,0.186728,0.358210,0.111899,0.124980,0.377212,0.577082,0.162143,0.303770
6.800000,0.186480,0.357562,0.111886,0.124828,0.375934,0.576506,0.161757,0.302834
7.000000,0.186498,0.356947,0.111706,0.124825,0.374439,0.576453,0.161400,0.301769
7.200000,0.186478,0.356858,0.111962,0.124773,0.373149,0.576007,0.161062,0.300844
7.400000,0.186479,0.356410,0.111783,0.124643,0.371766,0.575655,0.160524,0.299748
7.600000,0.186546,0.355912,0.111725,0.124934,0.370414,0.575455,0.160343,0.298881
